"StateAbbr","Location.ID","Location","Value","Rank","Anomaly..1901.2000.base.period.","X1901.2000.Mean","StateDesc","County"
"MT","MT-059","Meagher County",38.15,46,-0.3802,38.5,"Montana","Meagher County"
"MT","MT-061","Mineral County",41.2833,71,0.1233,41.2,"Montana","Mineral County"
"MT","MT-063","Missoula County",40.1417,51,-0.1707,40.3,"Montana","Missoula County"
"MT","MT-065","Musselshell County",42.1833,9,-2.505,44.7,"Montana","Musselshell County"
"MT","MT-067","Park County",37.5333,45,-0.2486,37.8,"Montana","Park County"
"MT","MT-069","Petroleum County",42.65,17,-2.182,44.8,"Montana","Petroleum County"
"MT","MT-071","Phillips County",39.8083,21,-2.0804,41.9,"Montana","Phillips County"
"MT","MT-111","Yellowstone County",43.0417,11,-2.2579,45.3,"Montana","Yellowstone County"
"NC","NC-001","Alamance County",60.575,126,2.4356,58.1,"North Carolina","Alamance County"
"NC","NC-003","Alexander County",59.4583,127,2.3583,57.1,"North Carolina","Alexander County"
"NC","NC-005","Alleghany County",53.725,127,2.8233,50.9,"North Carolina","Alleghany County"
"NC","NC-007","Anson County",63.9,128,3.1256,60.8,"North Carolina","Anson County"
"NC","NC-009","Ashe County",52.325,127,2.4516,49.9,"North Carolina","Ashe County"
"NC","NC-011","Avery County",52.2583,128,3.108,49.2,"North Carolina","Avery County"
"NC","NC-013","Beaufort County",63.9083,128,2.9167,61,"North Carolina","Beaufort County"
"NC","NC-015","Bertie County",62.4833,128,3.0892,59.4,"North Carolina","Bertie County"
"NC","NC-017","Bladen County",64.1167,128,2.4703,61.6,"North Carolina","Bladen County"
"NC","NC-019","Brunswick County",65.1083,128,2.6527,62.5,"North Carolina","Brunswick County"
"NC","NC-021","Buncombe County",55.8917,128,2.6974,53.2,"North Carolina","Buncombe County"
"NC","NC-023","Burke County",59.3833,128,2.5592,56.8,"North Carolina","Burke County"
"NC","NC-025","Cabarrus County",61.9917,128,2.6238,59.4,"North Carolina","Cabarrus County"
"NC","NC-027","Caldwell County",58.9083,128,2.4851,56.4,"North Carolina","Caldwell County"
"NC","NC-029","Camden County",62.4167,127,3.2445,59.2,"North Carolina","Camden County"
"NC","NC-031","Carteret County",65.4417,128,3.1047,62.3,"North Carolina","Carteret County"
"NC","NC-033","Caswell County",59.8667,123,2.2082,57.7,"North Carolina","Caswell County"
"NC","NC-035","Catawba County",60.6083,128,2.6878,57.9,"North Carolina","Catawba County"
"NC","NC-037","Chatham County",61.6917,127,2.5768,59.1,"North Carolina","Chatham County"
"NC","NC-039","Cherokee County",57.8917,124,2.1388,55.8,"North Carolina","Cherokee County"
"NC","NC-041","Chowan County",63.05,128,3.2881,59.8,"North Carolina","Chowan County"
"NC","NC-043","Clay County",56.825,128,2.6732,54.2,"North Carolina","Clay County"
"NC","NC-045","Cleveland County",61.0083,127,2.4518,58.6,"North Carolina","Cleveland County"
"NC","NC-047","Columbus County",64.5,127,2.4117,62.1,"North Carolina","Columbus County"
"NC","NC-049","Craven County",64.3833,128,3.1369,61.2,"North Carolina","Craven County"
"NC","NC-051","Cumberland County",64.05,128,2.902,61.1,"North Carolina","Cumberland County"
"NC","NC-053","Currituck County",62.6583,127,3.2841,59.4,"North Carolina","Currituck County"
"NC","NC-055","Dare County",64.0417,128,2.8881,61.2,"North Carolina","Dare County"
"NC","NC-057","Davidson County",60.5917,126,2.5775,58,"North Carolina","Davidson County"
"NC","NC-059","Davie County",60.1833,128,2.8889,57.3,"North Carolina","Davie County"
"NC","NC-061","Duplin County",63.55,127,2.544,61,"North Carolina","Duplin County"
"NC","NC-063","Durham County",60.7917,126,2.5158,58.3,"North Carolina","Durham County"
"NC","NC-065","Edgecombe County",62.2083,127,2.678,59.5,"North Carolina","Edgecombe County"
"NC","NC-067","Forsyth County",60.0333,128,2.9802,57.1,"North Carolina","Forsyth County"
"NC","NC-069","Franklin County",61.2083,127,2.9464,58.3,"North Carolina","Franklin County"
"NC","NC-071","Gaston County",62.4,128,3.4678,58.9,"North Carolina","Gaston County"
"NC","NC-073","Gates County",61.7833,128,2.8409,58.9,"North Carolina","Gates County"
"NC","NC-075","Graham County",55.8333,126,2.2504,53.6,"North Carolina","Graham County"
"NC","NC-077","Granville County",60.2583,127,2.8145,57.4,"North Carolina","Granville County"
"NC","NC-079","Greene County",63.3417,128,2.8224,60.5,"North Carolina","Greene County"
"NC","NC-081","Guilford County",60.325,124,2.6555,57.7,"North Carolina","Guilford County"
"NC","NC-083","Halifax County",61.4583,128,2.8674,58.6,"North Carolina","Halifax County"
"NC","NC-085","Harnett County",63.2833,128,2.9596,60.3,"North Carolina","Harnett County"
"NC","NC-087","Haywood County",52.9333,128,2.585,50.3,"North Carolina","Haywood County"
"NC","NC-089","Henderson County",57.025,125,2.4128,54.6,"North Carolina","Henderson County"
"NC","NC-091","Hertford County",61.6833,128,2.7761,58.9,"North Carolina","Hertford County"
"NC","NC-093","Hoke County",63.9083,128,3.1995,60.7,"North Carolina","Hoke County"
"NC","NC-095","Hyde County",64.6,128,2.8973,61.7,"North Carolina","Hyde County"
"NC","NC-097","Iredell County",60.45,128,2.9676,57.5,"North Carolina","Iredell County"
"NC","NC-099","Jackson County",54.3667,128,2.5054,51.9,"North Carolina","Jackson County"
"NC","NC-101","Johnston County",63.05,127,2.8796,60.2,"North Carolina","Johnston County"
"NC","NC-103","Jones County",64.125,128,3.1614,61,"North Carolina","Jones County"
"NC","NC-105","Lee County",62.55,128,2.8361,59.7,"North Carolina","Lee County"
"NC","NC-107","Lenoir County",63.7,128,2.9438,60.8,"North Carolina","Lenoir County"
"NC","NC-109","Lincoln County",61.4083,128,3.1171,58.3,"North Carolina","Lincoln County"
"NC","NC-111","McDowell County",58.8917,128,3.0491,55.8,"North Carolina","McDowell County"
"NC","NC-113","Macon County",55.7083,128,2.7232,53,"North Carolina","Macon County"
"NC","NC-115","Madison County",56.5333,128,2.7523,53.8,"North Carolina","Madison County"
"NC","NC-117","Martin County",62.925,128,3.1035,59.8,"North Carolina","Martin County"
"NC","NC-119","Mecklenburg County",62.6083,128,3.2041,59.4,"North Carolina","Mecklenburg County"
"NC","NC-121","Mitchell County",53.4167,128,2.7733,50.6,"North Carolina","Mitchell County"
"NC","NC-123","Montgomery County",62.9333,128,3.0983,59.8,"North Carolina","Montgomery County"
"NC","NC-125","Moore County",63.075,128,3.1931,59.9,"North Carolina","Moore County"
"NC","NC-127","Nash County",61.6,127,2.7741,58.8,"North Carolina","Nash County"
"NC","NC-129","New Hanover County",65.4083,128,2.9644,62.4,"North Carolina","New Hanover County"
"NC","NC-131","Northampton County",61.3167,128,2.7861,58.5,"North Carolina","Northampton County"
"NC","NC-133","Onslow County",64.7667,128,3.1783,61.6,"North Carolina","Onslow County"
"NC","NC-135","Orange County",60.4,126,2.4774,57.9,"North Carolina","Orange County"
"NC","NC-137","Pamlico County",64.7083,127,2.7582,62,"North Carolina","Pamlico County"
"NC","NC-139","Pasquotank County",62.6417,127,3.2728,59.4,"North Carolina","Pasquotank County"
"NC","NC-141","Pender County",64.6,128,2.8723,61.7,"North Carolina","Pender County"
"NC","NC-143","Perquimans County",62.7833,127,3.2543,59.5,"North Carolina","Perquimans County"
"NC","NC-145","Person County",59.6167,127,2.5437,57.1,"North Carolina","Person County"
"NC","NC-147","Pitt County",63.35,128,2.8505,60.5,"North Carolina","Pitt County"
"NC","NC-149","Polk County",60.5417,123,2.222,58.3,"North Carolina","Polk County"
"NC","NC-151","Randolph County",61.2,124,2.4628,58.7,"North Carolina","Randolph County"
"NC","NC-153","Richmond County",64.0417,127,3.3327,60.7,"North Carolina","Richmond County"
"NC","NC-155","Robeson County",64.6417,128,2.9072,61.7,"North Carolina","Robeson County"
"NC","NC-157","Rockingham County",59.9,127,2.4883,57.4,"North Carolina","Rockingham County"
"NC","NC-159","Rowan County",60.8833,128,2.625,58.3,"North Carolina","Rowan County"
"NC","NC-161","Rutherford County",60.775,125,2.4938,58.3,"North Carolina","Rutherford County"
"NC","NC-163","Sampson County",63.4833,127,2.5029,61,"North Carolina","Sampson County"
"NC","NC-165","Scotland County",64.4667,128,3.4537,61,"North Carolina","Scotland County"
"NC","NC-167","Stanly County",62.8,128,2.8092,60,"North Carolina","Stanly County"
"NC","NC-169","Stokes County",59.5167,128,3.0685,56.4,"North Carolina","Stokes County"
"NC","NC-171","Surry County",58.5417,128,3.0558,55.5,"North Carolina","Surry County"
"NC","NC-173","Swain County",53.7917,126,2.2022,51.6,"North Carolina","Swain County"
"NC","NC-175","Transylvania County",56.1417,128,2.8435,53.3,"North Carolina","Transylvania County"
"NC","NC-177","Tyrrell County",63.8417,128,3.1416,60.7,"North Carolina","Tyrrell County"
"NC","NC-179","Union County",63.1,128,3.0229,60.1,"North Carolina","Union County"
"NC","NC-181","Vance County",60.5667,128,3.0382,57.5,"North Carolina","Vance County"
"NC","NC-183","Wake County",61.875,128,2.6999,59.2,"North Carolina","Wake County"
"NC","NC-185","Warren County",60.9,127,3.079,57.8,"North Carolina","Warren County"
"NC","NC-187","Washington County",63.3833,128,3.2485,60.1,"North Carolina","Washington County"
"NC","NC-189","Watauga County",52.75,128,2.7587,50,"North Carolina","Watauga County"
"NC","NC-191","Wayne County",63.4,128,2.8509,60.5,"North Carolina","Wayne County"
"NC","NC-193","Wilkes County",58.6,128,2.8685,55.7,"North Carolina","Wilkes County"
"NC","NC-195","Wilson County",62.6167,128,2.7329,59.9,"North Carolina","Wilson County"
"NC","NC-197","Yadkin County",59.6167,128,3.1063,56.5,"North Carolina","Yadkin County"
"NC","NC-199","Yancey County",53.225,128,2.7827,50.4,"North Carolina","Yancey County"
"ND","ND-001","Adams County",39.175,18,-2.2867,41.5,"North Dakota","Adams County"
"ND","ND-003","Barnes County",37.9917,21,-1.6974,39.7,"North Dakota","Barnes County"
"ND","ND-005","Benson County",36.7333,30,-1.2079,37.9,"North Dakota","Benson County"
"ND","ND-007","Billings County",39.6583,22,-1.8398,41.5,"North Dakota","Billings County"
"ND","ND-009","Bottineau County",36.6333,33,-1.2235,37.9,"North Dakota","Bottineau County"
"ND","ND-011","Bowman County",39.9333,19,-2.0777,42,"North Dakota","Bowman County"
"ND","ND-013","Burke County",36.325,31,-1.3548,37.7,"North Dakota","Burke County"
"ND","ND-015","Burleigh County",38.4667,23,-1.7237,40.2,"North Dakota","Burleigh County"
"ND","ND-017","Cass County",38.6583,21,-1.8069,40.5,"North Dakota","Cass County"
"ND","ND-019","Cavalier County",35.4833,42,-0.6598,36.1,"North Dakota","Cavalier County"
"ND","ND-021","Dickey County",38.7333,9,-2.3504,41.1,"North Dakota","Dickey County"
"ND","ND-023","Divide County",37.1417,39,-0.7888,37.9,"North Dakota","Divide County"
"ND","ND-025","Dunn County",39.175,24,-1.6072,40.8,"North Dakota","Dunn County"
"ND","ND-027","Eddy County",36.9333,23,-1.6727,38.6,"North Dakota","Eddy County"
"ND","ND-029","Emmons County",38.7833,10,-2.6211,41.4,"North Dakota","Emmons County"
"ND","ND-031","Foster County",36.9583,17,-2.0033,39,"North Dakota","Foster County"
"ND","ND-033","Golden Valley County",39.6583,17,-2.2567,41.9,"North Dakota","Golden Valley County"
"ND","ND-035","Grand Forks County",37.2917,22,-1.6633,39,"North Dakota","Grand Forks County"
"ND","ND-037","Grant County",39.1,13,-2.3948,41.5,"North Dakota","Grant County"
"ND","ND-039","Griggs County",36.775,19,-1.7748,38.5,"North Dakota","Griggs County"
"ND","ND-041","Hettinger County",38.9083,19,-2.2243,41.1,"North Dakota","Hettinger County"
"ND","ND-043","Kidder County",37.4917,20,-1.9681,39.5,"North Dakota","Kidder County"
"ND","ND-045","LaMoure County",38.5,15,-2.1248,40.6,"North Dakota","LaMoure County"
"ND","ND-047","Logan County",37.6583,14,-2.3262,40,"North Dakota","Logan County"
"ND","ND-049","McHenry County",37.65,28,-1.4641,39.1,"North Dakota","McHenry County"
"ND","ND-051","McIntosh County",37.4667,7,-2.9755,40.4,"North Dakota","McIntosh County"
"ND","ND-053","McKenzie County",39.275,28,-1.4035,40.7,"North Dakota","McKenzie County"
"ND","ND-055","McLean County",38.525,23,-1.5533,40.1,"North Dakota","McLean County"
"ND","ND-057","Mercer County",39.025,20,-1.874,40.9,"North Dakota","Mercer County"
"ND","ND-059","Morton County",38.975,16,-2.0997,41.1,"North Dakota","Morton County"
"ND","ND-061","Mountrail County",37.4083,27,-1.4716,38.9,"North Dakota","Mountrail County"
"ND","ND-063","Nelson County",36.2917,26,-1.475,37.8,"North Dakota","Nelson County"
"ND","ND-065","Oliver County",38.55,14,-2.3856,40.9,"North Dakota","Oliver County"
"ND","ND-067","Pembina County",37.225,55,-0.3167,37.5,"North Dakota","Pembina County"
"ND","ND-069","Pierce County",36.5917,36,-1.1049,37.7,"North Dakota","Pierce County"
"ND","ND-071","Ramsey County",36.3417,27,-1.2602,37.6,"North Dakota","Ramsey County"
"ND","ND-073","Ransom County",38.7667,13,-2.222,41,"North Dakota","Ransom County"
"ND","ND-075","Renville County",37.2667,32,-1.3968,38.7,"North Dakota","Renville County"
"ND","ND-077","Richland County",39.6667,22,-1.7566,41.4,"North Dakota","Richland County"
"ND","ND-079","Rolette County",35.6583,47,-0.476,36.1,"North Dakota","Rolette County"
"ND","ND-081","Sargent County",38.8083,11,-2.6267,41.4,"North Dakota","Sargent County"
"ND","ND-083","Sheridan County",38.0333,34,-1.1708,39.2,"North Dakota","Sheridan County"
"ND","ND-085","Sioux County",39.4,8,-2.6187,42,"North Dakota","Sioux County"
"ND","ND-087","Slope County",39.9417,19,-2.1036,42,"North Dakota","Slope County"
"ND","ND-089","Stark County",39.1667,20,-2.0171,41.2,"North Dakota","Stark County"
"ND","ND-091","Steele County",36.5333,8,-2.5378,39.1,"North Dakota","Steele County"
"ND","ND-093","Stutsman County",37.7333,19,-1.9433,39.7,"North Dakota","Stutsman County"
"ND","ND-095","Towner County",35.9917,50,-0.3998,36.4,"North Dakota","Towner County"
"ND","ND-097","Traill County",37.5917,8,-2.3688,40,"North Dakota","Traill County"
"ND","ND-099","Walsh County",36.9667,37,-0.9298,37.9,"North Dakota","Walsh County"
"ND","ND-101","Ward County",37.8333,28,-1.4827,39.3,"North Dakota","Ward County"
"ND","ND-103","Wells County",36.8583,20,-1.8214,38.7,"North Dakota","Wells County"
"ND","ND-105","Williams County",38.2667,36,-0.934,39.2,"North Dakota","Williams County"
"NE","NE-041","Custer County",47.125,24,-1.0024,48.1,"Nebraska","Custer County"
"NE","NE-043","Dakota County",46.7,29,-0.9995,47.7,"Nebraska","Dakota County"
"NE","NE-045","Dawes County",45.1333,17,-1.4788,46.6,"Nebraska","Dawes County"
"NE","NE-049","Deuel County",47.5083,20,-1.1989,48.7,"Nebraska","Deuel County"
"NE","NE-051","Dixon County",45.9833,22,-1.4671,47.5,"Nebraska","Dixon County"
"NE","NE-053","Dodge County",48.6417,46,-0.4069,49,"Nebraska","Dodge County"
"NE","NE-047","Dawson County",48.4,24,-1.0908,49.5,"Nebraska","Dawson County"
"NE","NE-057","Dundy County",50.2333,47,-0.3528,50.6,"Nebraska","Dundy County"
"NE","NE-059","Fillmore County",49.9583,41,-0.6412,50.6,"Nebraska","Fillmore County"
"NE","NE-061","Franklin County",50.5667,50,-0.4059,51,"Nebraska","Franklin County"
"NE","NE-063","Frontier County",49.4583,40,-0.5841,50,"Nebraska","Frontier County"
"NE","NE-065","Furnas County",50.2167,31,-0.9303,51.1,"Nebraska","Furnas County"
"NE","NE-067","Gage County",50.5,36,-0.7917,51.3,"Nebraska","Gage County"
"NE","NE-069","Garden County",46.3,27,-0.864,47.2,"Nebraska","Garden County"
"NE","NE-071","Garfield County",46.5333,31,-0.7908,47.3,"Nebraska","Garfield County"
"NE","NE-073","Gosper County",49.1167,24,-1.1453,50.3,"Nebraska","Gosper County"
"NE","NE-075","Grant County",45.275,24,-1.0737,46.3,"Nebraska","Grant County"
"NE","NE-077","Greeley County",47.375,40,-0.6858,48.1,"Nebraska","Greeley County"
"NE","NE-079","Hall County",49.2,46,-0.4235,49.6,"Nebraska","Hall County"
"NE","NE-055","Douglas County",49.8833,60,-0.0169,49.9,"Nebraska","Douglas County"
"NE","NE-083","Harlan County",50.4917,39,-0.7367,51.2,"Nebraska","Harlan County"
"NE","NE-085","Hayes County",49.1167,28,-0.8017,49.9,"Nebraska","Hayes County"
"NE","NE-087","Hitchcock County",50.2583,33,-0.7409,51,"Nebraska","Hitchcock County"
"NE","NE-089","Holt County",45.7833,19,-1.5064,47.3,"Nebraska","Holt County"
"NE","NE-091","Hooker County",45.4083,10,-1.8522,47.3,"Nebraska","Hooker County"
"NE","NE-093","Howard County",48.6667,49,-0.4358,49.1,"Nebraska","Howard County"
"NE","NE-095","Jefferson County",50.85,47,-0.3808,51.2,"Nebraska","Jefferson County"
"NE","NE-097","Johnson County",50.4083,35,-0.8871,51.3,"Nebraska","Johnson County"
"NE","NE-099","Kearney County",49.325,41,-0.6165,49.9,"Nebraska","Kearney County"
"NE","NE-101","Keith County",48,26,-0.8965,48.9,"Nebraska","Keith County"
"NE","NE-103","Keya Paha County",45.8917,23,-1.2577,47.1,"Nebraska","Keya Paha County"
"NE","NE-105","Kimball County",45.4583,30,-0.6918,46.2,"Nebraska","Kimball County"
"NE","NE-107","Knox County",46.2667,24,-1.4057,47.7,"Nebraska","Knox County"
"NE","NE-109","Lancaster County",50.1917,52,-0.3618,50.6,"Nebraska","Lancaster County"
"NE","NE-111","Lincoln County",47.95,23,-1.0428,49,"Nebraska","Lincoln County"
"NE","NE-113","Logan County",46.6417,14,-1.4777,48.1,"Nebraska","Logan County"
"NE","NE-115","Loup County",46.4,21,-1.1314,47.5,"Nebraska","Loup County"
"NE","NE-117","McPherson County",46.4333,15,-1.3404,47.8,"Nebraska","McPherson County"
"NE","NE-119","Madison County",47.1417,33,-0.9798,48.1,"Nebraska","Madison County"
"NE","NE-121","Merrick County",49.35,54,-0.1928,49.5,"Nebraska","Merrick County"
"NE","NE-123","Morrill County",46.5667,32,-0.6908,47.3,"Nebraska","Morrill County"
"NE","NE-125","Nance County",48.6083,52,-0.2471,48.9,"Nebraska","Nance County"
"NE","NE-127","Nemaha County",51,43,-0.7267,51.7,"Nebraska","Nemaha County"
"NE","NE-129","Nuckolls County",50.7833,54,-0.1114,50.9,"Nebraska","Nuckolls County"
"NE","NE-131","Otoe County",50.175,37,-0.934,51.1,"Nebraska","Otoe County"
"NE","NE-133","Pawnee County",50.7917,34,-0.8864,51.7,"Nebraska","Pawnee County"
"NE","NE-135","Perkins County",48.3333,27,-0.7967,49.1,"Nebraska","Perkins County"
"NE","NE-137","Phelps County",49.0583,33,-0.9835,50,"Nebraska","Phelps County"
"NE","NE-139","Pierce County",46.3417,24,-1.2433,47.6,"Nebraska","Pierce County"
"NE","NE-141","Platte County",48.2667,49,-0.3038,48.6,"Nebraska","Platte County"
"NE","NE-143","Polk County",49.2167,48,-0.3288,49.5,"Nebraska","Polk County"
"NE","NE-145","Red Willow County",50.55,55,-0.3338,50.9,"Nebraska","Red Willow County"
"NE","NE-147","Richardson County",51.8083,53,-0.2572,52.1,"Nebraska","Richardson County"
"NE","NE-149","Rock County",45.8167,20,-1.2858,47.1,"Nebraska","Rock County"
"NE","NE-151","Saline County",49.875,35,-0.8928,50.8,"Nebraska","Saline County"
"NE","NE-153","Sarpy County",50.0917,55,-0.1786,50.3,"Nebraska","Sarpy County"
"NE","NE-155","Saunders County",49.675,56,-0.0897,49.8,"Nebraska","Saunders County"
"NE","NE-157","Scotts Bluff County",46.775,37,-0.61,47.4,"Nebraska","Scotts Bluff County"
"NE","NE-159","Seward County",49.3667,37,-0.7733,50.1,"Nebraska","Seward County"
"NE","NE-081","Hamilton County",49.6167,51,-0.3083,49.9,"Nebraska","Hamilton County"
"NE","NE-163","Sherman County",48.2667,51,-0.2994,48.6,"Nebraska","Sherman County"
"NE","NE-165","Sioux County",43.975,21,-1.369,45.3,"Nebraska","Sioux County"
"NE","NE-167","Stanton County",47.2083,33,-0.9953,48.2,"Nebraska","Stanton County"
"NE","NE-169","Thayer County",50.8667,55,-0.2447,51.1,"Nebraska","Thayer County"
"NE","NE-171","Thomas County",46.35,14,-1.8398,48.2,"Nebraska","Thomas County"
"NE","NE-173","Thurston County",46.9417,34,-0.8941,47.8,"Nebraska","Thurston County"
"NE","NE-175","Valley County",47.3583,47,-0.5126,47.9,"Nebraska","Valley County"
"NE","NE-177","Washington County",49.1167,49,-0.2693,49.4,"Nebraska","Washington County"
"NE","NE-179","Wayne County",46.35,26,-1.2445,47.6,"Nebraska","Wayne County"
"NE","NE-181","Webster County",50.525,47,-0.3973,50.9,"Nebraska","Webster County"
"NE","NE-183","Wheeler County",46.775,35,-0.7574,47.5,"Nebraska","Wheeler County"
"NE","NE-185","York County",49.4917,38,-0.7433,50.2,"Nebraska","York County"
"NE","NE-025","Cass County",49.975,45,-0.5802,50.6,"Nebraska","Cass County"
"NE","NE-027","Cedar County",45.9333,24,-1.2897,47.2,"Nebraska","Cedar County"
"NE","NE-029","Chase County",49.3583,45,-0.4273,49.8,"Nebraska","Chase County"
"NE","NE-031","Cherry County",45.4083,23,-1.1564,46.6,"Nebraska","Cherry County"
"NE","NE-033","Cheyenne County",47.025,34,-0.5884,47.6,"Nebraska","Cheyenne County"
"NE","NE-035","Clay County",49.9917,54,-0.2592,50.3,"Nebraska","Clay County"
"NE","NE-037","Colfax County",48.325,45,-0.4412,48.8,"Nebraska","Colfax County"
"NE","NE-039","Cuming County",47.3,35,-0.9343,48.2,"Nebraska","Cuming County"
"NE","NE-013","Box Butte County",44.9083,22,-1.2,46.1,"Nebraska","Box Butte County"
"NE","NE-015","Boyd County",46.1167,19,-1.6597,47.8,"Nebraska","Boyd County"
"NE","NE-017","Brown County",46.3583,25,-1.2085,47.6,"Nebraska","Brown County"
"NE","NE-019","Buffalo County",48.6333,39,-0.6525,49.3,"Nebraska","Buffalo County"
"NE","NE-021","Burt County",48.0083,45,-0.5013,48.5,"Nebraska","Burt County"
"NE","NE-023","Butler County",48.8833,43,-0.5072,49.4,"Nebraska","Butler County"
"NE","NE-161","Sheridan County",44.7,22,-1.1188,45.8,"Nebraska","Sheridan County"
"NE","NE-001","Adams County",49.7333,47,-0.3603,50.1,"Nebraska","Adams County"
"NE","NE-003","Antelope County",46.4,23,-1.3738,47.8,"Nebraska","Antelope County"
"NE","NE-005","Arthur County",46.55,32,-0.7687,47.3,"Nebraska","Arthur County"
"NE","NE-007","Banner County",45.9917,34,-0.6388,46.6,"Nebraska","Banner County"
"NE","NE-009","Blaine County",46.6083,15,-1.5678,48.2,"Nebraska","Blaine County"
"NE","NE-011","Boone County",47.3583,42,-0.5733,47.9,"Nebraska","Boone County"
"NH","NH-011","Hillsborough County",46.8833,109,1.7015,45.2,"New Hampshire","Hillsborough County"
"NH","NH-019","Sullivan County",43.6,99,1.17,42.4,"New Hampshire","Sullivan County"
"NH","NH-013","Merrimack County",45.1833,99,1.1024,44.1,"New Hampshire","Merrimack County"
"NH","NH-015","Rockingham County",47.3667,102,1.2134,46.2,"New Hampshire","Rockingham County"
"NH","NH-017","Strafford County",45.575,83,0.5298,45,"New Hampshire","Strafford County"
"NH","NH-001","Belknap County",44.5083,82,0.5837,43.9,"New Hampshire","Belknap County"
"NH","NH-003","Carroll County",42.7667,78,0.529,42.2,"New Hampshire","Carroll County"
"NH","NH-005","Cheshire County",45.2917,103,1.4188,43.9,"New Hampshire","Cheshire County"
"NH","NH-007","Coos County",38.925,73,0.4497,38.5,"New Hampshire","Coos County"
"NH","NH-009","Grafton County",41.6333,90,0.8101,40.8,"New Hampshire","Grafton County"
"NM","NM-001","Bernalillo County",53.7,96,1.5053,52.2,"New Mexico","Bernalillo County"
"NM","NM-003","Catron County",48.85,101,1.1399,47.7,"New Mexico","Catron County"
"NM","NM-005","Chaves County",60.9917,124,3.1689,57.8,"New Mexico","Chaves County"
"NM","NM-006","Cibola County",49.0167,86,0.7475,48.3,"New Mexico","Cibola County"
"NM","NM-007","Colfax County",47.025,73,0.4066,46.6,"New Mexico","Colfax County"
"NM","NM-009","Curry County",57.875,118,2.4207,55.5,"New Mexico","Curry County"
"NM","NM-011","De Baca County",59.3167,120,2.7893,56.5,"New Mexico","De Baca County"
"NM","NM-013","Dona Ana County",62.5083,120,2.3849,60.1,"New Mexico","Dona Ana County"
"NM","NM-015","Eddy County",63.1833,121,2.6883,60.5,"New Mexico","Eddy County"
"NM","NM-017","Grant County",56.75,116,1.8827,54.9,"New Mexico","Grant County"
"NM","NM-019","Guadalupe County",55.8167,111,1.7344,54.1,"New Mexico","Guadalupe County"
"NM","NM-021","Harding County",54.65,107,1.3758,53.3,"New Mexico","Harding County"
"NM","NM-023","Hidalgo County",60.5667,111,1.6149,59,"New Mexico","Hidalgo County"
"NM","NM-025","Lea County",61.2167,112,1.8178,59.4,"New Mexico","Lea County"
"NM","NM-027","Lincoln County",55.3583,113,2.0352,53.3,"New Mexico","Lincoln County"
"NM","NM-028","Los Alamos County",46.9083,84,0.7458,46.2,"New Mexico","Los Alamos County"
"NM","NM-029","Luna County",61.5083,113,1.7139,59.8,"New Mexico","Luna County"
"NM","NM-031","McKinley County",49.1333,89,0.8308,48.3,"New Mexico","McKinley County"
"NM","NM-033","Mora County",48.4833,110,1.6253,46.9,"New Mexico","Mora County"
"NM","NM-035","Otero County",58.5333,113,1.9906,56.5,"New Mexico","Otero County"
"NM","NM-037","Quay County",57.95,108,1.5542,56.4,"New Mexico","Quay County"
"NM","NM-039","Rio Arriba County",45.5917,98,1.0267,44.6,"New Mexico","Rio Arriba County"
"NM","NM-041","Roosevelt County",58.65,114,2.2132,56.4,"New Mexico","Roosevelt County"
"NM","NM-043","Sandoval County",50.225,101,1.0694,49.2,"New Mexico","Sandoval County"
"NM","NM-045","San Juan County",51.475,97,1.086,50.4,"New Mexico","San Juan County"
"NM","NM-047","San Miguel County",53.325,103,1.4583,51.9,"New Mexico","San Miguel County"
"NM","NM-049","Santa Fe County",49.475,92,0.9942,48.5,"New Mexico","Santa Fe County"
"NM","NM-051","Sierra County",58.6083,116,2.03,56.6,"New Mexico","Sierra County"
"NM","NM-053","Socorro County",54.7417,108,1.7427,53,"New Mexico","Socorro County"
"NM","NM-055","Taos County",43.4583,107,1.3595,42.1,"New Mexico","Taos County"
"NM","NM-057","Torrance County",51.3667,108,1.8072,49.6,"New Mexico","Torrance County"
"NM","NM-059","Union County",52.1083,76,0.5923,51.5,"New Mexico","Union County"
"NM","NM-061","Valencia County",55.55,101,1.5179,54,"New Mexico","Valencia County"
"NV","NV-017","Lincoln County",53.8333,50,-0.0607,53.9,"Nevada","Lincoln County"
"NV","NV-019","Lyon County",50.5583,86,0.5121,50,"Nevada","Lyon County"
"NV","NV-021","Mineral County",50.25,97,1.3688,48.9,"Nevada","Mineral County"
"NV","NV-023","Nye County",51.3583,84,0.8813,50.5,"Nevada","Nye County"
"NV","NV-027","Pershing County",50.0167,59,0.1242,49.9,"Nevada","Pershing County"
"NV","NV-029","Storey County",50.075,87,0.7036,49.4,"Nevada","Storey County"
"NV","NV-031","Washoe County",48.3917,68,0.2842,48.1,"Nevada","Washoe County"
"NV","NV-033","White Pine County",45.05,55,0.0687,45,"Nevada","White Pine County"
"NV","NV-510","Carson City",49.3667,82,0.5549,48.8,"Nevada","Carson City"
"NV","NV-007","Elko County",44.3417,49,-0.0107,44.4,"Nevada","Elko County"
"NV","NV-009","Esmeralda County",52.6667,95,1.6659,51,"Nevada","Esmeralda County"
"NV","NV-011","Eureka County",45.4,61,0.2414,45.2,"Nevada","Eureka County"
"NV","NV-013","Humboldt County",48.5417,70,0.3884,48.2,"Nevada","Humboldt County"
"NV","NV-015","Lander County",47.4917,71,0.4213,47.1,"Nevada","Lander County"
