"StateAbbr","Location.ID","Location","Value","Rank","Anomaly..1901.2000.base.period.","X1901.2000.Mean","StateDesc","County"
"IL","IL-149","Pike County",53.15,73,0.256,52.9,"Illinois","Pike County"
"IL","IL-151","Pope County",57.075,86,0.8394,56.2,"Illinois","Pope County"
"IL","IL-153","Pulaski County",58.2167,106,1.4039,56.8,"Illinois","Pulaski County"
"IL","IL-155","Putnam County",49.7083,55,-0.0588,49.8,"Illinois","Putnam County"
"IL","IL-157","Randolph County",56.325,95,1.0993,55.2,"Illinois","Randolph County"
"IL","IL-159","Richland County",55.2583,96,1.0261,54.2,"Illinois","Richland County"
"IL","IL-161","Rock Island County",49.1833,55,-0.1607,49.3,"Illinois","Rock Island County"
"IL","IL-163","St. Clair County",56.0583,90,0.8769,55.2,"Illinois","St. Clair County"
"IL","IL-165","Saline County",56.475,82,0.6958,55.8,"Illinois","Saline County"
"IL","IL-167","Sangamon County",52.275,59,-0.0077,52.3,"Illinois","Sangamon County"
"IL","IL-169","Schuyler County",51.8917,60,0.0288,51.9,"Illinois","Schuyler County"
"IL","IL-171","Scott County",52.95,63,0.0701,52.9,"Illinois","Scott County"
"IL","IL-173","Shelby County",52.9417,71,0.3182,52.6,"Illinois","Shelby County"
"IL","IL-175","Stark County",49.4917,58,0.0633,49.4,"Illinois","Stark County"
"IL","IL-097","Lake County",47.8417,67,0.2358,47.6,"Illinois","Lake County"
"IL","IL-099","LaSalle County",49.2917,70,0.1947,49.1,"Illinois","LaSalle County"
"IL","IL-101","Lawrence County",55.4833,95,1.12,54.4,"Illinois","Lawrence County"
"IL","IL-103","Lee County",48.35,73,0.281,48.1,"Illinois","Lee County"
"IL","IL-105","Livingston County",49.975,76,0.3318,49.6,"Illinois","Livingston County"
"IL","IL-107","Logan County",52.0917,82,0.5238,51.6,"Illinois","Logan County"
"IL","IL-109","McDonough County",50.95,57,-0.1296,51.1,"Illinois","McDonough County"
"IL","IL-111","McHenry County",47.4167,72,0.3213,47.1,"Illinois","McHenry County"
"IL","IL-113","McLean County",50.8583,89,0.8554,50,"Illinois","McLean County"
"IL","IL-115","Macon County",52.2917,85,0.6209,51.7,"Illinois","Macon County"
"IL","IL-117","Macoupin County",53.4083,70,0.2192,53.2,"Illinois","Macoupin County"
"IL","IL-119","Madison County",54.975,76,0.3401,54.6,"Illinois","Madison County"
"IL","IL-121","Marion County",54.925,90,0.7977,54.1,"Illinois","Marion County"
"IL","IL-123","Marshall County",50.1917,78,0.4251,49.8,"Illinois","Marshall County"
"IL","IL-125","Mason County",52.1167,69,0.1452,52,"Illinois","Mason County"
"IL","IL-127","Massac County",58.1,96,1.2814,56.8,"Illinois","Massac County"
"IL","IL-129","Menard County",51.9917,62,-0.0595,52.1,"Illinois","Menard County"
"IL","IL-131","Mercer County",49.4917,49,-0.2903,49.8,"Illinois","Mercer County"
"IL","IL-133","Monroe County",56.6667,100,1.2288,55.4,"Illinois","Monroe County"
"IL","IL-135","Montgomery County",53.1833,69,0.1623,53,"Illinois","Montgomery County"
"IL","IL-137","Morgan County",52.4083,62,0.0598,52.3,"Illinois","Morgan County"
"IL","IL-187","Warren County",49.8,52,-0.2679,50.1,"Illinois","Warren County"
"IL","IL-189","Washington County",55.6,92,0.8186,54.8,"Illinois","Washington County"
"IL","IL-191","Wayne County",56.1917,103,1.527,54.7,"Illinois","Wayne County"
"IL","IL-193","White County",56.375,84,0.7869,55.6,"Illinois","White County"
"IL","IL-195","Whiteside County",48.725,74,0.307,48.4,"Illinois","Whiteside County"
"IL","IL-197","Will County",49.7417,71,0.4534,49.3,"Illinois","Will County"
"IL","IL-199","Williamson County",56.4167,92,0.9845,55.4,"Illinois","Williamson County"
"IL","IL-201","Winnebago County",47.5583,69,0.1912,47.4,"Illinois","Winnebago County"
"IL","IL-177","Stephenson County",47.1,74,0.388,46.7,"Illinois","Stephenson County"
"IL","IL-179","Tazewell County",51.725,89,0.9455,50.8,"Illinois","Tazewell County"
"IL","IL-181","Union County",57.075,100,1.2269,55.8,"Illinois","Union County"
"IL","IL-183","Vermilion County",51.3667,76,0.3083,51.1,"Illinois","Vermilion County"
"IL","IL-185","Wabash County",56.0583,97,1.1228,54.9,"Illinois","Wabash County"
"IL","IL-203","Woodford County",50.775,92,1.0318,49.7,"Illinois","Woodford County"
"IN","IN-017","Cass County",50.4167,82,0.6359,49.8,"Indiana","Cass County"
"IN","IN-019","Clark County",56.8,122,2.4512,54.3,"Indiana","Clark County"
"IN","IN-021","Clay County",53.575,98,1.3952,52.2,"Indiana","Clay County"
"IN","IN-015","Carroll County",50.7833,83,0.6028,50.2,"Indiana","Carroll County"
"IN","IN-025","Crawford County",55.3417,93,0.9495,54.4,"Indiana","Crawford County"
"IN","IN-027","Daviess County",55.2583,108,1.6201,53.6,"Indiana","Daviess County"
"IN","IN-029","Dearborn County",54.8,117,2.0528,52.7,"Indiana","Dearborn County"
"IN","IN-023","Clinton County",50.925,85,0.8197,50.1,"Indiana","Clinton County"
"IN","IN-033","DeKalb County",49.05,80,0.5719,48.5,"Indiana","DeKalb County"
"IN","IN-035","Delaware County",52.5667,116,2.0148,50.6,"Indiana","Delaware County"
"IN","IN-037","Dubois County",55.3667,99,1.1313,54.2,"Indiana","Dubois County"
"IN","IN-039","Elkhart County",49.1583,95,1.0356,48.1,"Indiana","Elkhart County"
"IN","IN-041","Fayette County",52.55,104,1.4426,51.1,"Indiana","Fayette County"
"IN","IN-043","Floyd County",56.9167,122,2.4409,54.5,"Indiana","Floyd County"
"IN","IN-045","Fountain County",51.2,72,0.2936,50.9,"Indiana","Fountain County"
"IN","IN-047","Franklin County",53.4,103,1.4942,51.9,"Indiana","Franklin County"
"IN","IN-049","Fulton County",49.8417,88,0.9202,48.9,"Indiana","Fulton County"
"IN","IN-051","Gibson County",56.1583,97,1.1182,55,"Indiana","Gibson County"
"IN","IN-053","Grant County",51.5,96,1.0789,50.4,"Indiana","Grant County"
"IN","IN-055","Greene County",54.275,107,1.7271,52.5,"Indiana","Greene County"
"IN","IN-031","Decatur County",53.525,96,1.1867,52.3,"Indiana","Decatur County"
"IN","IN-085","Kosciusko County",49.6167,91,0.9192,48.7,"Indiana","Kosciusko County"
"IN","IN-087","LaGrange County",48.8667,90,0.8313,48,"Indiana","LaGrange County"
"IN","IN-089","Lake County",49.5417,74,0.4566,49.1,"Indiana","Lake County"
"IN","IN-091","LaPorte County",49.0917,75,0.4255,48.7,"Indiana","LaPorte County"
"IN","IN-093","Lawrence County",54.1333,96,1.2724,52.9,"Indiana","Lawrence County"
"IN","IN-095","Madison County",52.4583,106,1.6191,50.8,"Indiana","Madison County"
"IN","IN-097","Marion County",52.4,88,0.8633,51.5,"Indiana","Marion County"
"IN","IN-099","Marshall County",49.425,91,1.0769,48.3,"Indiana","Marshall County"
"IN","IN-101","Martin County",54.825,109,1.6121,53.2,"Indiana","Martin County"
"IN","IN-103","Miami County",50.575,83,0.6558,49.9,"Indiana","Miami County"
"IN","IN-105","Monroe County",53.1833,96,1.1389,52,"Indiana","Monroe County"
"IN","IN-107","Montgomery County",51.175,88,0.7858,50.4,"Indiana","Montgomery County"
"IN","IN-109","Morgan County",52.75,92,0.8993,51.9,"Indiana","Morgan County"
"IN","IN-111","Newton County",50.2917,86,0.7313,49.6,"Indiana","Newton County"
"IN","IN-113","Noble County",49.2333,88,0.8886,48.3,"Indiana","Noble County"
"IN","IN-115","Ohio County",55.8667,123,2.5407,53.3,"Indiana","Ohio County"
"IN","IN-117","Orange County",54.7917,99,1.2421,53.5,"Indiana","Orange County"
"IN","IN-119","Owen County",53.3833,98,1.3781,52,"Indiana","Owen County"
"IN","IN-121","Parke County",51.625,61,0.0338,51.6,"Indiana","Parke County"
"IN","IN-123","Perry County",55.6333,77,0.3237,55.3,"Indiana","Perry County"
"IN","IN-125","Pike County",55.75,102,1.3696,54.4,"Indiana","Pike County"
"IN","IN-127","Porter County",49.2667,77,0.4657,48.8,"Indiana","Porter County"
"IN","IN-129","Posey County",56.4583,78,0.4165,56,"Indiana","Posey County"
"IN","IN-131","Pulaski County",49.825,87,0.7464,49.1,"Indiana","Pulaski County"
"IN","IN-133","Putnam County",51.7667,82,0.5236,51.2,"Indiana","Putnam County"
"IN","IN-135","Randolph County",51.6333,109,1.7483,49.9,"Indiana","Randolph County"
"IN","IN-057","Hamilton County",51.7167,89,0.9361,50.8,"Indiana","Hamilton County"
"IN","IN-059","Hancock County",52.5667,98,1.2614,51.3,"Indiana","Hancock County"
"IN","IN-061","Harrison County",56.6167,119,2.0083,54.6,"Indiana","Harrison County"
"IN","IN-063","Hendricks County",51.7417,89,0.798,50.9,"Indiana","Hendricks County"
"IN","IN-065","Henry County",52,104,1.6087,50.4,"Indiana","Henry County"
"IN","IN-067","Howard County",50.775,81,0.5952,50.2,"Indiana","Howard County"
"IN","IN-069","Huntington County",50.65,87,0.8113,49.8,"Indiana","Huntington County"
"IN","IN-071","Jackson County",54.6917,102,1.4093,53.3,"Indiana","Jackson County"
"IN","IN-073","Jasper County",49.9083,77,0.5311,49.4,"Indiana","Jasper County"
"IN","IN-075","Jay County",51.4417,102,1.4723,50,"Indiana","Jay County"
"IN","IN-077","Jefferson County",55.7083,120,2.1414,53.6,"Indiana","Jefferson County"
"IN","IN-079","Jennings County",54.7917,104,1.5389,53.3,"Indiana","Jennings County"
"IN","IN-081","Johnson County",52.9917,94,1.1469,51.8,"Indiana","Johnson County"
"IN","IN-083","Knox County",55.5333,100,1.3763,54.2,"Indiana","Knox County"
"IN","IN-165","Vermillion County",51.9167,61,0.1159,51.8,"Indiana","Vermillion County"
"IN","IN-167","Vigo County",53.8083,97,1.2982,52.5,"Indiana","Vigo County"
"IN","IN-169","Wabash County",50.6167,85,0.6873,49.9,"Indiana","Wabash County"
"IN","IN-171","Warren County",50.8417,71,0.2981,50.5,"Indiana","Warren County"
"IN","IN-173","Warrick County",56.4583,98,1.1345,55.3,"Indiana","Warrick County"
"IN","IN-175","Washington County",55.125,114,1.838,53.3,"Indiana","Washington County"
"IN","IN-177","Wayne County",51.85,102,1.5068,50.3,"Indiana","Wayne County"
"IN","IN-179","Wells County",50.975,98,1.1942,49.8,"Indiana","Wells County"
"IN","IN-181","White County",50.275,82,0.5329,49.7,"Indiana","White County"
"IN","IN-183","Whitley County",49.8417,89,0.8089,49,"Indiana","Whitley County"
"IN","IN-157","Tippecanoe County",50.925,78,0.558,50.4,"Indiana","Tippecanoe County"
"IN","IN-159","Tipton County",51.1667,85,0.8971,50.3,"Indiana","Tipton County"
"IN","IN-161","Union County",52.5917,102,1.483,51.1,"Indiana","Union County"
"IN","IN-137","Ripley County",54.125,111,1.6946,52.4,"Indiana","Ripley County"
"IN","IN-139","Rush County",52.6917,99,1.318,51.4,"Indiana","Rush County"
"IN","IN-141","St. Joseph County",48.9833,86,0.7488,48.2,"Indiana","St. Joseph County"
"IN","IN-143","Scott County",55.7417,118,2.0126,53.7,"Indiana","Scott County"
"IN","IN-145","Shelby County",53.4333,98,1.2827,52.2,"Indiana","Shelby County"
"IN","IN-147","Spencer County",56.2833,83,0.6213,55.7,"Indiana","Spencer County"
"IN","IN-149","Starke County",49.575,86,0.8243,48.8,"Indiana","Starke County"
"IN","IN-151","Steuben County",48.375,86,0.6762,47.7,"Indiana","Steuben County"
"IN","IN-153","Sullivan County",54.825,106,1.7556,53.1,"Indiana","Sullivan County"
"IN","IN-155","Switzerland County",56.225,123,2.6536,53.6,"Indiana","Switzerland County"
"IN","IN-001","Adams County",50.9667,104,1.4261,49.5,"Indiana","Adams County"
"IN","IN-003","Allen County",50.3583,92,1.0745,49.3,"Indiana","Allen County"
"IN","IN-005","Bartholomew County",54.25,96,1.3343,52.9,"Indiana","Bartholomew County"
"IN","IN-163","Vanderburgh County",56.775,88,0.8948,55.9,"Indiana","Vanderburgh County"
"IN","IN-009","Blackford County",51.7167,103,1.3576,50.4,"Indiana","Blackford County"
"IN","IN-011","Boone County",51.15,92,0.9949,50.2,"Indiana","Boone County"
"IN","IN-013","Brown County",53.4083,96,1.1969,52.2,"Indiana","Brown County"
"IN","IN-007","Benton County",50.3167,77,0.5112,49.8,"Indiana","Benton County"
"KS","KS-039","Decatur County",50.8583,46,-0.4697,51.3,"Kansas","Decatur County"
"KS","KS-041","Dickinson County",54.2917,69,-0.0078,54.3,"Kansas","Dickinson County"
"KS","KS-047","Edwards County",54.3833,47,-0.3742,54.8,"Kansas","Edwards County"
"KS","KS-049","Elk County",55.8833,44,-0.558,56.4,"Kansas","Elk County"
"KS","KS-043","Doniphan County",52.4667,46,-0.4887,53,"Kansas","Doniphan County"
"KS","KS-045","Douglas County",54.4417,62,0.0142,54.4,"Kansas","Douglas County"
"KS","KS-055","Finney County",53.5,62,0.0638,53.4,"Kansas","Finney County"
"KS","KS-057","Ford County",54.6,58,-0.1418,54.7,"Kansas","Ford County"
"KS","KS-059","Franklin County",54.7333,60,-0.0662,54.8,"Kansas","Franklin County"
"KS","KS-061","Geary County",53.8583,57,-0.1006,54,"Kansas","Geary County"
"KS","KS-063","Gove County",52.175,43,-0.5086,52.7,"Kansas","Gove County"
"KS","KS-065","Graham County",51.9667,35,-0.7333,52.7,"Kansas","Graham County"
"KS","KS-067","Grant County",54.2333,49,-0.2039,54.4,"Kansas","Grant County"
"KS","KS-069","Gray County",54,57,-0.1621,54.2,"Kansas","Gray County"
"KS","KS-071","Greeley County",51.6833,53,-0.1114,51.8,"Kansas","Greeley County"
"KS","KS-073","Greenwood County",55.1167,49,-0.3572,55.5,"Kansas","Greenwood County"
"KS","KS-075","Hamilton County",53,36,-0.4637,53.5,"Kansas","Hamilton County"
"KS","KS-051","Ellis County",52.8583,34,-0.6382,53.5,"Kansas","Ellis County"
"KS","KS-053","Ellsworth County",54,50,-0.4455,54.4,"Kansas","Ellsworth County"
"KS","KS-001","Allen County",55.4917,45,-0.4883,56,"Kansas","Allen County"
"KS","KS-003","Anderson County",54.95,43,-0.3343,55.3,"Kansas","Anderson County"
"KS","KS-005","Atchison County",52.8167,52,-0.1921,53,"Kansas","Atchison County"
"KS","KS-007","Barber County",56.525,58,-0.0471,56.6,"Kansas","Barber County"
"KS","KS-009","Barton County",53.15,20,-1.1858,54.3,"Kansas","Barton County"
"KS","KS-011","Bourbon County",55.6667,45,-0.4506,56.1,"Kansas","Bourbon County"
"KS","KS-013","Brown County",52.05,53,-0.1722,52.2,"Kansas","Brown County"
"KS","KS-015","Butler County",55.6417,61,0.0096,55.6,"Kansas","Butler County"
"KS","KS-017","Chase County",53.9583,41,-0.6371,54.6,"Kansas","Chase County"
"KS","KS-019","Chautauqua County",56.775,42,-0.6112,57.4,"Kansas","Chautauqua County"
"KS","KS-021","Cherokee County",57.3333,50,-0.141,57.5,"Kansas","Cherokee County"
"KS","KS-023","Cheyenne County",50.675,60,-0.0666,50.7,"Kansas","Cheyenne County"
"KS","KS-025","Clark County",56.2083,50,-0.3036,56.5,"Kansas","Clark County"
"KS","KS-027","Clay County",53.3583,57,-0.2313,53.6,"Kansas","Clay County"
"KS","KS-029","Cloud County",52.7833,49,-0.4192,53.2,"Kansas","Cloud County"
"KS","KS-031","Coffey County",54.8167,49,-0.2206,55,"Kansas","Coffey County"
"KS","KS-033","Comanche County",56.625,70,0.1802,56.4,"Kansas","Comanche County"
"KS","KS-035","Cowley County",56.275,44,-0.5707,56.8,"Kansas","Cowley County"
"KS","KS-037","Crawford County",56.4583,54,-0.2398,56.7,"Kansas","Crawford County"
"KS","KS-119","Meade County",55.4583,42,-0.4524,55.9,"Kansas","Meade County"
"KS","KS-121","Miami County",54.6333,55,-0.1065,54.7,"Kansas","Miami County"
"KS","KS-123","Mitchell County",52.375,37,-0.7358,53.1,"Kansas","Mitchell County"
"KS","KS-125","Montgomery County",57.325,47,-0.4506,57.8,"Kansas","Montgomery County"
"KS","KS-127","Morris County",53.625,57,-0.1804,53.8,"Kansas","Morris County"
"KS","KS-129","Morton County",54.825,52,-0.1887,55,"Kansas","Morton County"
"KS","KS-131","Nemaha County",51.2333,35,-0.7617,52,"Kansas","Nemaha County"
"KS","KS-133","Neosho County",56.1333,40,-0.6362,56.8,"Kansas","Neosho County"
"KS","KS-135","Ness County",53.3333,34,-0.6003,53.9,"Kansas","Ness County"
"KS","KS-137","Norton County",50.8083,35,-0.8417,51.7,"Kansas","Norton County"
"KS","KS-139","Osage County",54.5917,72,0.2852,54.3,"Kansas","Osage County"
"KS","KS-141","Osborne County",52.3333,34,-0.797,53.1,"Kansas","Osborne County"
"KS","KS-143","Ottawa County",53.9,69,0.0285,53.9,"Kansas","Ottawa County"
"KS","KS-145","Pawnee County",53.5167,23,-0.9183,54.4,"Kansas","Pawnee County"
"KS","KS-147","Phillips County",51.3917,31,-0.8327,52.2,"Kansas","Phillips County"
"KS","KS-149","Pottawatomie County",52.75,51,-0.4677,53.2,"Kansas","Pottawatomie County"
"KS","KS-151","Pratt County",54.8917,44,-0.516,55.4,"Kansas","Pratt County"
"KS","KS-153","Rawlins County",50.6583,51,-0.3977,51.1,"Kansas","Rawlins County"
"KS","KS-155","Reno County",54.9583,44,-0.5929,55.6,"Kansas","Reno County"
"KS","KS-157","Republic County",51.775,55,-0.2728,52,"Kansas","Republic County"
"KS","KS-159","Rice County",54.1667,42,-0.6663,54.8,"Kansas","Rice County"
"KS","KS-161","Riley County",53.3583,58,-0.2297,53.6,"Kansas","Riley County"
"KS","KS-163","Rooks County",52.2333,31,-0.855,53.1,"Kansas","Rooks County"
"KS","KS-165","Rush County",53.0917,29,-0.8871,54,"Kansas","Rush County"
"KS","KS-167","Russell County",53.4333,43,-0.4563,53.9,"Kansas","Russell County"
"KS","KS-169","Saline County",54.6583,72,0.1417,54.5,"Kansas","Saline County"
"KS","KS-171","Scott County",52.6583,64,0.0347,52.6,"Kansas","Scott County"
"KS","KS-173","Sedgwick County",56.3917,71,0.1258,56.3,"Kansas","Sedgwick County"
"KS","KS-175","Seward County",55.2667,56,-0.1653,55.4,"Kansas","Seward County"
"KS","KS-177","Shawnee County",54.2333,70,0.2706,54,"Kansas","Shawnee County"
"KS","KS-179","Sheridan County",51.7167,55,-0.1527,51.9,"Kansas","Sheridan County"
"KS","KS-181","Sherman County",50.9667,72,0.4092,50.6,"Kansas","Sherman County"
"KS","KS-183","Smith County",51.4083,34,-0.7864,52.2,"Kansas","Smith County"
"KS","KS-185","Stafford County",53.775,25,-1.0627,54.8,"Kansas","Stafford County"
"KS","KS-187","Stanton County",54.0333,40,-0.3782,54.4,"Kansas","Stanton County"
"KS","KS-189","Stevens County",55.1,61,0.0308,55.1,"Kansas","Stevens County"
"KS","KS-191","Sumner County",57,58,-0.1631,57.2,"Kansas","Sumner County"
"KS","KS-193","Thomas County",51.1333,56,-0.0827,51.2,"Kansas","Thomas County"
"KS","KS-195","Trego County",52.4333,29,-0.7942,53.2,"Kansas","Trego County"
"KS","KS-197","Wabaunsee County",53.7,63,-0.019,53.7,"Kansas","Wabaunsee County"
"KS","KS-199","Wallace County",51.5417,59,0.1264,51.4,"Kansas","Wallace County"
"KS","KS-201","Washington County",51.6333,39,-0.6614,52.3,"Kansas","Washington County"
"KS","KS-203","Wichita County",52.2167,55,-0.0923,52.3,"Kansas","Wichita County"
"KS","KS-205","Wilson County",56.4417,44,-0.4729,56.9,"Kansas","Wilson County"
"KS","KS-207","Woodson County",55.475,47,-0.407,55.9,"Kansas","Woodson County"
"KS","KS-209","Wyandotte County",54.3583,71,0.2388,54.1,"Kansas","Wyandotte County"
"KS","KS-101","Lane County",52.7583,53,-0.1464,52.9,"Kansas","Lane County"
"KS","KS-077","Harper County",56.7667,48,-0.3253,57.1,"Kansas","Harper County"
"KS","KS-079","Harvey County",55.6583,74,0.2426,55.4,"Kansas","Harvey County"
"KS","KS-081","Haskell County",54.2667,61,-0.0566,54.3,"Kansas","Haskell County"
"KS","KS-083","Hodgeman County",54.225,52,-0.2453,54.5,"Kansas","Hodgeman County"
"KS","KS-085","Jackson County",52.6917,56,-0.2101,52.9,"Kansas","Jackson County"
"KS","KS-087","Jefferson County",53.7083,64,0.0948,53.6,"Kansas","Jefferson County"
"KS","KS-089","Jewell County",51.7,54,-0.3065,52,"Kansas","Jewell County"
"KS","KS-091","Johnson County",54.1917,58,-0.0567,54.2,"Kansas","Johnson County"
"KS","KS-093","Kearny County",53.3583,59,-0.0318,53.4,"Kansas","Kearny County"
"KS","KS-095","Kingman County",55.5417,40,-0.6017,56.1,"Kansas","Kingman County"
"KS","KS-097","Kiowa County",55.1667,59,-0.1987,55.4,"Kansas","Kiowa County"
"KS","KS-099","Labette County",57.175,46,-0.397,57.6,"Kansas","Labette County"
"KS","KS-109","Logan County",52.0583,58,-0.1905,52.2,"Kansas","Logan County"
"KS","KS-103","Leavenworth County",54.1,72,0.231,53.9,"Kansas","Leavenworth County"
"KS","KS-105","Lincoln County",53.475,50,-0.3509,53.8,"Kansas","Lincoln County"
"KS","KS-107","Linn County",55.35,57,-0.1559,55.5,"Kansas","Linn County"
"KS","KS-117","Marshall County",51.3,31,-1.014,52.3,"Kansas","Marshall County"
"KS","KS-111","Lyon County",54.0833,54,-0.2949,54.4,"Kansas","Lyon County"
"KS","KS-113","McPherson County",54.8917,74,0.1682,54.7,"Kansas","McPherson County"
"KS","KS-115","Marion County",54.5917,62,-0.0439,54.6,"Kansas","Marion County"
"KY","KY-001","Adair County",58.8917,128,3.2683,55.6,"Kentucky","Adair County"
"KY","KY-019","Boyd County",56.775,124,2.6684,54.1,"Kentucky","Boyd County"
"KY","KY-021","Boyle County",56.625,118,1.9357,54.7,"Kentucky","Boyle County"
"KY","KY-023","Bracken County",55.475,118,2.0315,53.4,"Kentucky","Bracken County"
"KY","KY-025","Breathitt County",57.4917,120,1.9092,55.6,"Kentucky","Breathitt County"
"KY","KY-027","Breckinridge County",56.675,105,1.3088,55.4,"Kentucky","Breckinridge County"
"KY","KY-003","Allen County",58.8083,115,1.6063,57.2,"Kentucky","Allen County"
"KY","KY-005","Anderson County",57.05,122,2.4683,54.6,"Kentucky","Anderson County"
"KY","KY-007","Ballard County",58.6917,109,1.5258,57.2,"Kentucky","Ballard County"
"KY","KY-009","Barren County",58.3917,115,1.5754,56.8,"Kentucky","Barren County"
"KY","KY-011","Bath County",55.95,108,1.5395,54.4,"Kentucky","Bath County"
"KY","KY-013","Bell County",56.1917,116,1.5634,54.6,"Kentucky","Bell County"
"KY","KY-015","Boone County",55.8917,123,2.5342,53.4,"Kentucky","Boone County"
"KY","KY-017","Bourbon County",56.225,122,2.2992,53.9,"Kentucky","Bourbon County"
"KY","KY-071","Floyd County",57.875,126,2.2283,55.6,"Kentucky","Floyd County"
"KY","KY-073","Franklin County",57.25,123,2.7666,54.5,"Kentucky","Franklin County"
"KY","KY-075","Fulton County",58.95,89,0.7488,58.2,"Kentucky","Fulton County"
"KY","KY-077","Gallatin County",56.775,123,2.7825,54,"Kentucky","Gallatin County"
"KY","KY-079","Garrard County",57.1333,121,2.1804,55,"Kentucky","Garrard County"
"KY","KY-081","Grant County",56.25,123,2.5592,53.7,"Kentucky","Grant County"
"KY","KY-083","Graves County",58.8,98,1.1941,57.6,"Kentucky","Graves County"
"KY","KY-085","Grayson County",57.5583,118,1.9068,55.7,"Kentucky","Grayson County"
"KY","KY-087","Green County",58.3583,124,2.3862,56,"Kentucky","Green County"
"KY","KY-089","Greenup County",56.05,123,2.589,53.5,"Kentucky","Greenup County"
"KY","KY-091","Hancock County",56.4167,82,0.5283,55.9,"Kentucky","Hancock County"
"KY","KY-093","Hardin County",57.025,117,1.8392,55.2,"Kentucky","Hardin County"
"KY","KY-095","Harlan County",55.1,117,1.5808,53.5,"Kentucky","Harlan County"
"KY","KY-097","Harrison County",56.0917,120,2.227,53.9,"Kentucky","Harrison County"
"KY","KY-099","Hart County",58.0333,118,1.9709,56.1,"Kentucky","Hart County"
"KY","KY-101","Henderson County",57.2083,83,0.7474,56.5,"Kentucky","Henderson County"
"KY","KY-103","Henry County",56.85,123,2.7618,54.1,"Kentucky","Henry County"
"KY","KY-105","Hickman County",58.825,95,1.0293,57.8,"Kentucky","Hickman County"
"KY","KY-107","Hopkins County",58.75,116,1.7025,57,"Kentucky","Hopkins County"
"KY","KY-029","Bullitt County",57.4833,120,2.0516,55.4,"Kentucky","Bullitt County"
"KY","KY-031","Butler County",58.35,113,1.6155,56.7,"Kentucky","Butler County"
"KY","KY-033","Caldwell County",58.3667,102,1.2457,57.1,"Kentucky","Caldwell County"
"KY","KY-035","Calloway County",58.8583,99,0.9833,57.9,"Kentucky","Calloway County"
"KY","KY-037","Campbell County",55.9167,121,2.2758,53.6,"Kentucky","Campbell County"
"KY","KY-039","Carlisle County",58.8583,107,1.4016,57.5,"Kentucky","Carlisle County"
"KY","KY-041","Carroll County",56.8917,123,2.7298,54.2,"Kentucky","Carroll County"
"KY","KY-043","Carter County",55.8083,122,2.2172,53.6,"Kentucky","Carter County"
"KY","KY-045","Casey County",57.5917,127,2.8069,54.8,"Kentucky","Casey County"
"KY","KY-047","Christian County",59.4583,122,2.1577,57.3,"Kentucky","Christian County"
"KY","KY-049","Clark County",56.7,123,2.2619,54.4,"Kentucky","Clark County"
"KY","KY-051","Clay County",57.575,125,2.2687,55.3,"Kentucky","Clay County"
"KY","KY-053","Clinton County",59.3833,128,3.4816,55.9,"Kentucky","Clinton County"
"KY","KY-055","Crittenden County",57.7667,97,1.0035,56.8,"Kentucky","Crittenden County"
"KY","KY-057","Cumberland County",59.6167,127,2.9902,56.6,"Kentucky","Cumberland County"
"KY","KY-059","Daviess County",57.1917,90,0.9607,56.2,"Kentucky","Daviess County"
"KY","KY-061","Edmonson County",58.5167,119,2.0027,56.5,"Kentucky","Edmonson County"
"KY","KY-063","Elliott County",55.9167,118,1.924,54,"Kentucky","Elliott County"
"KY","KY-065","Estill County",57.325,120,1.9424,55.4,"Kentucky","Estill County"
"KY","KY-067","Fayette County",56.7167,123,2.6341,54.1,"Kentucky","Fayette County"
"KY","KY-069","Fleming County",55.3583,109,1.4965,53.9,"Kentucky","Fleming County"
"KY","KY-151","Madison County",57.2667,124,2.1984,55.1,"Kentucky","Madison County"
"KY","KY-153","Magoffin County",57.05,123,2.0807,55,"Kentucky","Magoffin County"
"KY","KY-155","Marion County",57.2,120,1.977,55.2,"Kentucky","Marion County"
"KY","KY-157","Marshall County",58.8833,101,1.1481,57.7,"Kentucky","Marshall County"
"KY","KY-159","Martin County",57.7667,125,2.4228,55.3,"Kentucky","Martin County"
"KY","KY-161","Mason County",55.1583,115,1.8078,53.4,"Kentucky","Mason County"
"KY","KY-163","Meade County",56.4917,107,1.422,55.1,"Kentucky","Meade County"
"KY","KY-165","Menifee County",55.9417,105,1.4182,54.5,"Kentucky","Menifee County"
"KY","KY-167","Mercer County",56.9333,120,2.2348,54.7,"Kentucky","Mercer County"
"KY","KY-169","Metcalfe County",58.15,121,2.1065,56,"Kentucky","Metcalfe County"
"KY","KY-171","Monroe County",58.4583,116,1.7438,56.7,"Kentucky","Monroe County"
"KY","KY-173","Montgomery County",56.2917,120,2.0563,54.2,"Kentucky","Montgomery County"
"KY","KY-175","Morgan County",56.275,112,1.658,54.6,"Kentucky","Morgan County"
"KY","KY-177","Muhlenberg County",58.3917,107,1.4252,57,"Kentucky","Muhlenberg County"
"KY","KY-179","Nelson County",57.2083,119,1.9067,55.3,"Kentucky","Nelson County"
"KY","KY-181","Nicholas County",55.7917,118,1.9744,53.8,"Kentucky","Nicholas County"
"KY","KY-183","Ohio County",57.725,107,1.486,56.2,"Kentucky","Ohio County"
"KY","KY-185","Oldham County",56.8917,122,2.5477,54.3,"Kentucky","Oldham County"
"KY","KY-187","Owen County",56.7583,123,2.7367,54,"Kentucky","Owen County"
