Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TN-171,Unicoi County,55.2417,124,2.2592,53
TN-173,Union County,58.3583,124,1.9553,56.4
TN-175,Van Buren County,58.7083,125,2.6804,56
TN-177,Warren County,59.7,125,2.55,57.2
TN-179,Washington County,58.5333,128,2.4843,56
TN-181,Wayne County,60.8667,126,2.422,58.4
TN-183,Weakley County,59.5083,103,1.1304,58.4
TN-185,White County,59.1583,125,2.5103,56.6
TN-187,Williamson County,60.2083,122,2.2714,57.9
TN-189,Wilson County,60.3083,119,2.0915,58.2
TX-001,Anderson County,65.9917,92,0.5533,65.4
TX-003,Andrews County,63.4833,111,1.5153,62
TX-005,Angelina County,66.7583,93,0.6647,66.1
TX-007,Aransas County,71.7583,108,1.4013,70.4
TX-009,Archer County,63.85,71,0.3617,63.5
TX-011,Armstrong County,59.2917,99,1.3277,58
TX-013,Atascosa County,70.7583,97,0.9242,69.8
TX-015,Austin County,69.6917,111,1.6926,68
TX-017,Bailey County,58.2333,95,1.1408,57.1
TX-019,Bandera County,67.5083,109,1.3705,66.1
TX-021,Bastrop County,68.9917,111,1.5657,67.4
TX-023,Baylor County,63.9,77,0.5057,63.4
TX-025,Bee County,71.2583,97,0.9166,70.3
TX-027,Bell County,67.2083,106,1.4643,65.7
TX-029,Bexar County,69.5917,101,1.0797,68.5
TX-031,Blanco County,67.2,104,1.075,66.1
TX-033,Borden County,63.3333,79,0.4307,62.9
TX-035,Bosque County,65.8,81,0.4257,65.4
TX-037,Bowie County,63.9417,95,0.8085,63.1
TX-039,Brazoria County,71.0917,119,2.1541,68.9
TX-041,Brazos County,68,102,0.9649,67
TX-043,Brewster County,66.6833,119,2.1191,64.6
TX-045,Briscoe County,60.3917,95,1.0206,59.4
TX-047,Brooks County,74.5833,117,2.3563,72.2
TX-049,Brown County,65.3417,99,0.9233,64.4
TX-051,Burleson County,68.45,109,1.3908,67.1
TX-053,Burnet County,67.0583,102,1.0165,66
TX-055,Caldwell County,69.1583,107,1.3251,67.8
TX-057,Calhoun County,72.2333,123,2.5463,69.7
TX-059,Callahan County,64.175,87,0.463,63.7
TX-061,Cameron County,75.6417,121,1.9928,73.6
TX-063,Camp County,64.5333,90,0.6601,63.9
TX-065,Carson County,58.1,99,1.2581,56.8
TX-067,Cass County,64.475,86,0.4452,64
TX-069,Castro County,57.6083,96,0.9179,56.7
TX-071,Chambers County,69.9417,114,1.6897,68.3
TX-073,Cherokee County,65.9,88,0.4783,65.4
TX-075,Childress County,62.0833,90,0.7204,61.4
TX-077,Clay County,63.6333,74,0.2357,63.4
TX-079,Cochran County,59.1083,95,1.0883,58
TX-081,Coke County,65.1833,106,1.2361,63.9
TX-083,Coleman County,65.4917,107,1.3201,64.2
TX-085,Collin County,64.675,94,0.845,63.8
TX-087,Collingsworth County,60.225,78,0.4293,59.8
TX-089,Colorado County,70.625,119,2.3833,68.2
TX-091,Comal County,68.4333,100,1.1136,67.3
TX-093,Comanche County,65.1333,99,0.799,64.3
TX-095,Concho County,65.575,107,1.3277,64.2
TX-097,Cooke County,63.4917,70,0.0551,63.4
TX-099,Coryell County,66.2917,99,0.8697,65.4
TX-101,Cottle County,62.6,79,0.3748,62.2
TX-103,Crane County,66.8417,115,2.0541,64.8
TX-105,Crockett County,66.3,113,1.5377,64.8
TX-107,Crosby County,60.9583,87,0.6812,60.3
TX-109,Culberson County,63.3417,118,2.2718,61.1
TX-111,Dallam County,55.0833,84,0.5698,54.5
TX-113,Dallas County,65.9917,90,0.677,65.3
TX-115,Dawson County,62.55,92,0.6435,61.9
TX-117,Deaf Smith County,57.175,107,1.4226,55.8
TX-119,Delta County,64.325,97,0.951,63.4
TX-121,Denton County,65.0333,83,0.5238,64.5
TX-123,DeWitt County,71.0333,117,1.9062,69.1
TX-125,Dickens County,62.2333,78,0.4041,61.8
TX-127,Dimmit County,72.4583,113,1.7142,70.7
TX-129,Donley County,59.55,91,0.7631,58.8
TX-131,Duval County,73.0417,114,1.8558,71.2
TX-133,Eastland County,64.175,82,0.4082,63.8
TX-135,Ector County,64.9083,113,1.8501,63.1
TX-137,Edwards County,66.3917,103,1.2795,65.1
TX-139,Ellis County,65.9167,73,0.1317,65.8
TX-141,El Paso County,65.125,122,2.8667,62.3
TX-143,Erath County,65.3083,102,1.0828,64.2
TX-145,Falls County,66.6667,96,0.8254,65.8
TX-147,Fannin County,63.9167,96,0.8987,63
TX-149,Fayette County,69.8,115,1.8906,67.9
TX-151,Fisher County,64.5833,107,1.3708,63.2
TX-153,Floyd County,59.4917,81,0.5582,58.9
TX-155,Foard County,63.2917,82,0.5371,62.8
TX-157,Fort Bend County,70.9833,121,2.3713,68.6
TX-159,Franklin County,64.275,93,0.6925,63.6
TX-161,Freestone County,66.125,86,0.3737,65.8
TX-163,Frio County,70.95,103,1.2636,69.7
TX-165,Gaines County,61.8667,104,0.9808,60.9
TX-167,Galveston County,71.1917,120,2.2625,68.9
TX-169,Garza County,62.875,85,0.5889,62.3
TX-171,Gillespie County,65.8083,102,0.9189,64.9
TX-173,Glasscock County,64.5917,110,1.4005,63.2
TX-175,Goliad County,71.2333,104,1.3831,69.9
TX-177,Gonzales County,70.0833,109,1.3994,68.7
TX-179,Gray County,58.4333,95,1.1095,57.3
TX-181,Grayson County,63.65,80,0.2794,63.4
TX-183,Gregg County,65.3417,76,0.2727,65.1
TX-185,Grimes County,68.1167,104,1.0044,67.1
TX-187,Guadalupe County,69.3667,97,1.0336,68.3
TX-189,Hale County,59.175,96,0.9676,58.2
TX-191,Hall County,61.6083,88,0.7162,60.9
TX-193,Hamilton County,65.4583,95,0.7068,64.8
TX-195,Hansford County,57.3083,79,0.5011,56.8
TX-197,Hardeman County,62.7583,92,0.6727,62.1
TX-199,Hardin County,68.2167,110,1.2413,67
TX-201,Harris County,70.35,117,1.8982,68.5
TX-203,Harrison County,65.3917,80,0.2388,65.2
TX-205,Hartley County,56.175,87,0.8041,55.4
TX-207,Haskell County,63.9333,72,0.2914,63.6
TX-209,Hays County,68.075,106,1.2039,66.9
TX-211,Hemphill County,58.075,82,0.3876,57.7
TX-213,Henderson County,65.7833,96,0.7082,65.1
TX-215,Hidalgo County,75.3083,112,1.5243,73.8
TX-217,Hill County,65.9333,68,0.0949,65.8
TX-219,Hockley County,59.9833,98,1.1316,58.9
TX-221,Hood County,65.5583,85,0.4752,65.1
TX-223,Hopkins County,64.5667,98,1.0317,63.5
TX-225,Houston County,66.175,55,-0.0389,66.2
TX-227,Howard County,64.3,99,0.8478,63.5
TX-229,Hudspeth County,62.925,121,2.4003,60.5
TX-231,Hunt County,64.65,103,1.1699,63.5
TX-233,Hutchinson County,58.925,97,1.0984,57.8
TX-235,Irion County,65.3083,107,1.4001,63.9
TX-237,Jack County,63.95,85,0.5448,63.4
TX-239,Jackson County,71.675,123,2.6655,69
TX-241,Jasper County,67.4333,109,1.2927,66.1
TX-243,Jeff Davis County,62.5333,121,2.4112,60.1
TX-245,Jefferson County,69.7583,118,1.7933,68
TX-247,Jim Hogg County,74.3583,116,2.2115,72.1
TX-249,Jim Wells County,73.4083,115,2.0527,71.4
TX-251,Johnson County,65.4,67,0.1058,65.3
TX-253,Jones County,64.1583,74,0.2679,63.9
TX-255,Karnes County,70.6083,99,1.0807,69.5
TX-257,Kaufman County,65.3917,80,0.2831,65.1
TX-259,Kendall County,67.0833,103,1.0401,66
TX-261,Kenedy County,74.5167,117,2.2567,72.3
TX-263,Kent County,63.875,97,0.9319,62.9
TX-265,Kerr County,65.7417,105,1.1677,64.6
TX-267,Kimble County,65.95,115,1.8286,64.1
TX-269,King County,63.6333,93,0.7636,62.9
TX-271,Kinney County,69.5667,95,0.7913,68.8
TX-273,Kleberg County,74.275,123,2.8532,71.4
TX-275,Knox County,63.9083,82,0.5601,63.3
TX-277,Lamar County,63.6083,92,0.647,63
TX-279,Lamb County,58.6083,92,0.9026,57.7
TX-281,Lampasas County,66.3083,99,0.8985,65.4
TX-283,La Salle County,72.0417,101,1.1526,70.9
TX-285,Lavaca County,71.2,122,2.7192,68.5
TX-287,Lee County,68.6667,114,1.6061,67.1
TX-289,Leon County,66.3083,77,0.1597,66.1
TX-291,Liberty County,69.0333,109,1.3198,67.7
TX-293,Limestone County,66.125,83,0.3727,65.8
TX-295,Lipscomb County,57.15,74,0.1628,57
TX-297,Live Oak County,71.6167,99,1.0152,70.6
TX-299,Llano County,67.375,110,1.411,66
TX-301,Loving County,65.975,120,2.4223,63.6
TX-303,Lubbock County,60.7833,108,1.4746,59.3
TX-305,Lynn County,61.7083,100,0.9544,60.8
TX-307,McCulloch County,66.05,108,1.5217,64.5
TX-309,McLennan County,66.3667,89,0.5953,65.8
TX-311,McMullen County,71.7167,97,1.0012,70.7
TX-313,Madison County,67.0167,85,0.3423,66.7
TX-315,Marion County,65,78,0.2068,64.8
TX-317,Martin County,64.3333,109,1.4388,62.9
TX-319,Mason County,66.3,108,1.3065,65
TX-321,Matagorda County,71.3917,122,2.3326,69.1
TX-323,Maverick County,71.8833,109,1.4237,70.5
TX-325,Medina County,69.75,108,1.4024,68.3
TX-327,Menard County,65.45,115,1.8341,63.6
TX-329,Midland County,65.4833,117,2.1328,63.4
TX-331,Milam County,67.6833,109,1.4232,66.3
TX-333,Mills County,65.525,98,0.8373,64.7
TX-335,Mitchell County,64.9333,108,1.3751,63.6
TX-337,Montague County,63.525,80,0.362,63.2
TX-339,Montgomery County,69.1417,111,1.5907,67.6
TX-341,Moore County,57.575,94,0.9331,56.6
TX-343,Morris County,64.3167,85,0.4988,63.8
TX-345,Motley County,61.4333,68,0.1655,61.3
TX-347,Nacogdoches County,66.3167,94,0.7218,65.6
TX-349,Navarro County,66.0417,73,0.2706,65.8
TX-351,Newton County,67.4417,111,1.3693,66.1
TX-353,Nolan County,64.3083,109,1.4973,62.8
TX-355,Nueces County,73.625,119,2.3833,71.2
TX-357,Ochiltree County,57.5333,83,0.6363,56.9
TX-359,Oldham County,57.45,90,0.8801,56.6
TX-361,Orange County,69.1167,119,1.7016,67.4
TX-363,Palo Pinto County,64.8167,86,0.5711,64.2
TX-365,Panola County,65.7667,79,0.3471,65.4
TX-367,Parker County,64.8333,81,0.3232,64.5
TX-369,Parmer County,57.7333,109,1.6022,56.1
TX-371,Pecos County,65.975,117,2.1347,63.8
TX-373,Polk County,67.1333,74,0.4178,66.7
TX-375,Potter County,58.275,98,1.2429,57
TX-377,Presidio County,66,122,2.4814,63.5
TX-379,Rains County,64.925,96,1.0716,63.9
TX-381,Randall County,57.9167,104,1.2953,56.6
TX-383,Reagan County,65.2333,113,1.6188,63.6
TX-385,Real County,66.7167,107,1.2962,65.4
TX-387,Red River County,63.575,97,0.8471,62.7
TX-389,Reeves County,66.2333,119,2.5202,63.7
TX-391,Refugio County,71.4333,104,1.1957,70.2
TX-393,Roberts County,58.575,96,0.9379,57.6
TX-395,Robertson County,67.0583,94,0.7567,66.3
TX-397,Rockwall County,65.2,96,0.8502,64.3
TX-399,Runnels County,64.9083,92,0.7222,64.2
TX-401,Rusk County,65.8,90,0.4953,65.3
TX-403,Sabine County,66.725,111,1.3195,65.4
TX-405,San Augustine County,66.6167,105,1.0273,65.6
TX-407,San Jacinto County,67.8917,92,0.7246,67.2
TX-409,San Patricio County,72.2333,107,1.3509,70.9
TX-411,San Saba County,66.4917,108,1.3803,65.1
TX-413,Schleicher County,65.1583,110,1.4833,63.7
TX-415,Scurry County,63.95,102,1.1206,62.8
TX-417,Shackelford County,64.225,71,0.2341,64
TX-419,Shelby County,65.6333,76,0.3125,65.3
TX-421,Sherman County,56.6417,87,0.6147,56
TX-423,Smith County,65.4417,97,0.7801,64.7
TX-425,Somervell County,65.75,86,0.4718,65.3
TX-427,Starr County,75.3667,116,1.9393,73.4
TX-429,Stephens County,64.175,78,0.2901,63.9
TX-431,Sterling County,64.8083,110,1.3406,63.5
TX-433,Stonewall County,64.1417,89,0.7249,63.4
TX-435,Sutton County,65.925,112,1.7691,64.2
TX-437,Swisher County,58.2917,91,0.7933,57.5
TX-439,Tarrant County,65.725,80,0.413,65.3
TX-441,Taylor County,64.175,87,0.6142,63.6
TX-443,Terrell County,67.6,112,1.5246,66.1
TX-445,Terry County,61.0167,97,0.8729,60.1
TX-447,Throckmorton County,64.1,78,0.4274,63.7
TX-449,Titus County,64.3167,94,0.8563,63.5
TX-451,Tom Green County,65.5583,103,1.1437,64.4
TX-453,Travis County,68.3833,110,1.3229,67.1
TX-455,Trinity County,66.4417,51,-0.0753,66.5
TX-457,Tyler County,67.0583,100,0.7938,66.3
TX-459,Upshur County,64.7917,83,0.4081,64.4
TX-461,Upton County,66.175,115,1.8377,64.3
TX-463,Uvalde County,69.5917,101,1.1733,68.4
TX-465,Val Verde County,68.575,101,1.0763,67.5
TX-467,Van Zandt County,65.15,95,0.7093,64.4
TX-469,Victoria County,71.6833,121,2.2379,69.4
TX-471,Walker County,67.3167,76,0.2973,67
TX-473,Waller County,69.6333,112,1.7516,67.9
TX-475,Ward County,66.85,117,2.4547,64.4
TX-477,Washington County,68.8833,109,1.381,67.5
TX-479,Webb County,73.1917,110,1.5552,71.6
TX-481,Wharton County,71.1,122,2.3621,68.7
TX-483,Wheeler County,59.15,87,0.7527,58.4
TX-485,Wichita County,63.3583,79,0.3642,63
TX-487,Wilbarger County,63.2667,86,0.5213,62.7
TX-489,Willacy County,74.8333,113,1.6902,73.1
TX-491,Williamson County,67.675,109,1.3086,66.4
TX-493,Wilson County,70.1417,96,0.987,69.2
TX-495,Winkler County,65.5333,118,2.2352,63.3
TX-497,Wise County,64.4667,86,0.53,63.9
TX-499,Wood County,64.9833,99,1.0223,64
TX-501,Yoakum County,60.2667,103,1.186,59.1
TX-503,Young County,64.0583,79,0.4822,63.6
TX-505,Zapata County,75.175,119,2.1642,73
TX-507,Zavala County,71.6,109,1.4635,70.1
UT-001,Beaver County,48.2,70,0.3335,47.9
UT-003,Box Elder County,47.0417,51,0.0051,47
UT-005,Cache County,42.8167,67,0.2812,42.5
UT-007,Carbon County,43.8167,71,0.3974,43.4
UT-009,Daggett County,39.8917,39,-0.6058,40.5
UT-011,Davis County,48.925,89,0.95,48
UT-013,Duchesne County,40.825,74,0.5683,40.3
UT-015,Emery County,49.75,80,0.6445,49.1
UT-017,Garfield County,47.925,78,0.56,47.4
UT-019,Grand County,50.6583,93,1.2997,49.4
UT-021,Iron County,47.7167,60,0.0887,47.6
UT-023,Juab County,49.2667,57,0.0721,49.2
UT-025,Kane County,51.7,73,0.4534,51.2
UT-027,Millard County,50,57,0.1257,49.9
UT-029,Morgan County,43.4417,82,0.8729,42.6
UT-031,Piute County,42.9,72,0.3789,42.5
UT-033,Rich County,38.8833,43,-0.4897,39.4
UT-035,Salt Lake County,48.875,98,1.1677,47.7
UT-037,San Juan County,52.2417,73,0.5542,51.7
UT-039,Sanpete County,43.5917,78,0.47,43.1
UT-041,Sevier County,43.8083,47,-0.1341,43.9
UT-043,Summit County,37.7583,55,-0.0067,37.8
UT-045,Tooele County,49.575,48,-0.3218,49.9
UT-047,Uintah County,44.7583,73,0.3947,44.4
UT-049,Utah County,46.2,75,0.4392,45.8
UT-051,Wasatch County,40.2333,61,0.2093,40
UT-053,Washington County,54.5583,41,-0.3228,54.9
UT-055,Wayne County,50.3,81,0.7006,49.6
UT-057,Weber County,45.4417,76,0.7507,44.7
VT-001,Addison County,42.8667,61,0.1934,42.7
VT-003,Bennington County,42.95,103,1.4245,41.5
VT-005,Caledonia County,39.8167,42,-0.3612,40.2
VT-007,Chittenden County,43.5917,91,0.9626,42.6
VT-009,Essex County,39.2333,59,0.1194,39.1
VT-011,Franklin County,42.5917,77,0.6374,42
VT-013,Grand Isle County,44.2583,73,0.4579,43.8
VT-015,Lamoille County,40.4917,73,0.4035,40.1
VT-017,Orange County,41.8417,81,0.6012,41.2
VT-019,Orleans County,39.9417,61,0.1851,39.8
VT-021,Rutland County,42.5833,82,0.5723,42
VT-023,Washington County,40.6417,55,0.0922,40.5
VT-025,Windham County,43.7667,95,1.0972,42.7
VT-027,Windsor County,42.925,94,0.9802,41.9
VA-001,Accomack County,59.8417,126,3.2758,56.6
VA-003,Albemarle County,57.7083,124,3.0752,54.6
VA-005,Alleghany County,54.2333,121,1.9384,52.3
VA-007,Amelia County,59.4833,127,2.7716,56.7
VA-009,Amherst County,56.55,120,2.1732,54.4
VA-011,Appomattox County,57.8167,123,2.5212,55.3
VA-013,Arlington County,58.0333,124,3.0811,55
VA-015,Augusta County,54.5083,125,2.6652,51.8
VA-017,Bath County,53.5333,123,2.3353,51.2
VA-019,Bedford County,57.4583,121,2.1979,55.3
VA-021,Bland County,53.1333,126,2.3463,50.8
VA-023,Botetourt County,56.125,119,1.7402,54.4
VA-025,Brunswick County,60.4833,128,3.1296,57.4
VA-027,Buchanan County,56.0167,128,2.5325,53.5
VA-029,Buckingham County,58.5667,126,2.8263,55.7
VA-031,Campbell County,57.9417,123,2.6362,55.3
VA-033,Caroline County,58.6833,125,2.737,55.9
VA-035,Carroll County,54.325,125,2.6513,51.7
VA-036,Charles City County,61.175,128,2.7184,58.5
VA-037,Charlotte County,58.6667,126,2.7113,56
VA-041,Chesterfield County,59.9167,126,2.493,57.4
VA-043,Clarke County,55.1583,121,2.5355,52.6
VA-045,Craig County,54.2167,121,1.9663,52.3
VA-047,Culpeper County,57.0917,124,2.8661,54.2
VA-049,Cumberland County,59.05,127,2.8205,56.2
VA-051,Dickenson County,55.9,126,2.3948,53.5
VA-053,Dinwiddie County,60.425,128,2.9742,57.5
VA-057,Essex County,59.3333,124,2.5876,56.7
VA-059,Fairfax County,57.7083,124,3.1532,54.6
VA-061,Fauquier County,56.55,124,3.1098,53.4
VA-063,Floyd County,53.4333,123,2.4118,51
VA-065,Fluvanna County,58.55,126,2.9196,55.6
VA-067,Franklin County,57.7083,126,2.5683,55.1
VA-069,Frederick County,54.425,119,2.4723,52
VA-071,Giles County,53.7917,126,2.2391,51.6
VA-073,Gloucester County,60.8917,128,2.8674,58
VA-075,Goochland County,58.65,123,2.5353,56.1
VA-077,Grayson County,52.4083,126,2.6698,49.7
VA-079,Greene County,56.3917,127,3.3,53.1
VA-081,Greensville County,60.9583,128,2.9677,58
VA-083,Halifax County,59.2917,128,2.7625,56.5
VA-085,Hanover County,59.1833,126,2.6008,56.6
VA-087,Henrico County,60,126,2.5379,57.5
VA-089,Henry County,58.725,126,2.4712,56.3
VA-091,Highland County,51.0417,125,2.6018,48.4
VA-093,Isle of Wight County,61.525,128,2.8052,58.7
VA-095,James City County,61.25,128,2.9086,58.3
VA-097,King and Queen County,59.8417,127,2.6918,57.1
VA-099,King George County,59.125,123,3.1561,56
VA-101,King William County,59.9417,127,2.7802,57.2
VA-103,Lancaster County,59.7583,126,2.6378,57.1
VA-105,Lee County,56.425,117,1.598,54.8
VA-107,Loudoun County,56.275,124,3.0385,53.2
VA-109,Louisa County,57.7917,124,2.5615,55.2
VA-111,Lunenburg County,59.4583,128,2.9134,56.5
VA-113,Madison County,55.9333,123,3.0545,52.9
VA-115,Mathews County,60.75,128,2.8488,57.9
VA-117,Mecklenburg County,59.9917,128,2.9042,57.1
VA-119,Middlesex County,60.1333,126,2.6489,57.5
VA-121,Montgomery County,54.9917,127,2.3909,52.6
VA-125,Nelson County,56.5333,123,2.5793,54
VA-127,New Kent County,60.45,128,2.7012,57.7
VA-131,Northampton County,60.6333,126,2.9389,57.7
VA-133,Northumberland County,59.3333,126,2.744,56.6
VA-135,Nottoway County,59.7,128,3.0942,56.6
VA-137,Orange County,57.3417,122,2.6822,54.7
VA-139,Page County,54.6667,124,3.1276,51.5
VA-141,Patrick County,56.825,124,2.3856,54.4
VA-143,Pittsylvania County,58.7917,128,2.466,56.3
VA-145,Powhatan County,59.0667,125,2.5381,56.5
VA-147,Prince Edward County,58.8167,126,2.7827,56
VA-149,Prince George County,61.1333,128,2.7357,58.4
VA-153,Prince William County,57.9833,125,3.4581,54.5
VA-155,Pulaski County,54.8667,126,2.6063,52.3
VA-157,Rappahannock County,55.2583,124,2.8915,52.4
VA-159,Richmond County,59.1583,123,2.4424,56.7
VA-161,Roanoke County,56.4917,123,2.2348,54.3
VA-163,Rockbridge County,55.475,124,2.019,53.5
VA-165,Rockingham County,54.8083,127,3.2351,51.6
VA-167,Russell County,55.4917,128,2.6573,52.8
VA-169,Scott County,57.1583,127,2.2805,54.9
VA-171,Shenandoah County,54.7833,124,2.8338,51.9
VA-173,Smyth County,53.9417,128,2.9187,51
VA-175,Southampton County,61.2333,128,2.8888,58.3
VA-177,Spotsylvania County,57.4583,122,2.5957,54.9
VA-179,Stafford County,58.3833,124,3.4344,54.9
VA-181,Surry County,61.4333,128,2.9713,58.5
VA-183,Sussex County,61.1333,128,3.0427,58.1
VA-185,Tazewell County,53.4583,128,2.758,50.7
VA-187,Warren County,54.9167,123,2.6852,52.2
VA-191,Washington County,56.1083,128,2.7498,53.4
VA-193,Westmoreland County,59.1083,125,2.6975,56.4
VA-195,Wise County,54.7667,126,2.0736,52.7
VA-197,Wythe County,54.0333,127,2.6695,51.4
VA-199,York County,61.55,128,3.001,58.5
VA-510,Alexandria City,58.6083,124,3.1515,55.5
VA-520,Bristol City,57.675,128,2.7953,54.9
VA-530,Buena Vista City,56.6833,123,1.9669,54.7
VA-540,Charlottesville City,58.2167,123,3.0247,55.2
VA-550,Chesapeake City,61.9583,127,3.1387,58.8
VA-570,Colonial Heights City,60.675,127,2.4892,58.2
VA-580,Covington City,55.7,119,1.6753,54
VA-590,Danville City,59.7833,124,2.3102,57.5
VA-595,Emporia City,61.05,128,2.9428,58.1
VA-600,Fairfax City,57.2917,124,3.0549,54.2
VA-610,Falls Church City,57.4,124,3.007,54.4
VA-620,Franklin City,61.225,128,2.7185,58.5
VA-630,Fredericksburg City,58.0417,123,3.0439,55
VA-640,Galax City,54.3667,126,2.8033,51.6
VA-650,Hampton City,62.0833,128,2.9863,59.1
VA-660,Harrisonburg City,55.9667,127,3.2697,52.7
VA-670,Hopewell City,60.9833,127,2.4357,58.5
VA-680,Lynchburg City,57.575,123,2.3683,55.2
VA-683,Manassas City,57.775,124,3.3055,54.5
VA-685,Manassas Park City,57.7667,124,3.3153,54.5
VA-690,Martinsville City,58.6917,126,2.4253,56.3
VA-700,Newport News City,61.95,128,2.9719,59
VA-710,Norfolk City,62.6583,128,3.3555,59.3
VA-720,Norton City,54.7667,126,2.0401,52.7
VA-730,Petersburg City,60.75,128,2.6386,58.1
VA-735,Poquoson City,61.9583,128,3.0037,59
VA-740,Portsmouth City,62.5917,128,3.1057,59.5
VA-750,Radford City,55.3167,127,2.5582,52.8
VA-760,Richmond City,59.8583,126,2.4882,57.4
VA-770,Roanoke City,58.0667,124,2.339,55.7
VA-775,Salem City,57.9167,123,2.3424,55.6
VA-790,Staunton City,55.5417,123,2.6601,52.9
VA-800,Suffolk City,61.45,127,2.6447,58.8
VA-810,Virginia Beach City,62.325,127,3.4139,58.9
VA-820,Waynesboro City,55.8917,125,2.8002,53.1
VA-830,Williamsburg City,61.25,128,3.0464,58.2
VA-840,Winchester City,54.75,120,2.4364,52.3
WA-001,Adams County,48.125,48,-0.2892,48.4
WA-003,Asotin County,47.8083,83,0.7603,47
WA-005,Benton County,50.825,29,-0.7983,51.6
WA-007,Chelan County,42.725,74,0.5022,42.2
WA-009,Clallam County,47.8833,109,1.2331,46.7
WA-011,Clark County,51.6167,91,0.7458,50.9
WA-013,Columbia County,47.0833,72,0.2947,46.8
WA-015,Cowlitz County,49.6833,99,0.9796,48.7
WA-017,Douglas County,46.8,51,-0.2316,47
WA-019,Ferry County,42.4,70,0.3093,42.1
WA-021,Franklin County,50.1917,39,-0.5843,50.8
WA-023,Garfield County,47.6917,78,0.6102,47.1
WA-025,Grant County,49.4333,55,-0.1169,49.6
WA-027,Grays Harbor County,50.0833,99,0.8698,49.2
WA-029,Island County,51.4,112,1.4971,49.9
WA-031,Jefferson County,45.9833,106,1.0708,44.9
WA-033,King County,47.9417,99,0.9984,46.9
WA-035,Kitsap County,51.8583,109,1.2865,50.6
WA-037,Kittitas County,44.75,80,0.4915,44.3
WA-039,Klickitat County,47.5583,70,0.1387,47.4
WA-041,Lewis County,47.2417,82,0.4528,46.8
WA-043,Lincoln County,45.3083,30,-0.9832,46.3
WA-045,Mason County,49.4417,108,1.1658,48.3
WA-047,Okanogan County,42.25,68,0.4089,41.8
WA-049,Pacific County,50.325,97,0.8784,49.4
WA-051,Pend Oreille County,41.9,74,0.4783,41.4
WA-053,Pierce County,47.0917,98,0.9362,46.2
WA-055,San Juan County,51.15,111,1.4202,49.7
WA-057,Skagit County,46.1667,102,1.0365,45.1
WA-059,Skamania County,45.55,99,1.0196,44.5
WA-061,Snohomish County,46.425,91,0.7125,45.7
WA-063,Spokane County,46.25,69,0.3509,45.9
WA-065,Stevens County,44.3917,70,0.2824,44.1
WA-067,Thurston County,50.5917,77,0.2729,50.3
WA-069,Wahkiakum County,50.2583,106,1.0462,49.2
WA-071,Walla Walla County,50.8583,41,-0.5239,51.4
WA-073,Whatcom County,44.7667,108,1.2997,43.5
WA-075,Whitman County,48.0083,58,0.0611,47.9
WA-077,Yakima County,45.7833,74,0.2407,45.5
WV-001,Barbour County,54.325,128,3.6275,50.7
WV-003,Berkeley County,54.6167,119,2.5114,52.1
WV-005,Boone County,56.6167,126,2.5625,54.1
WV-007,Braxton County,55.75,126,2.6767,53.1
WV-009,Brooke County,52.6167,115,1.8867,50.7
WV-011,Cabell County,57.05,123,2.536,54.5
WV-013,Calhoun County,55.5083,126,2.6289,52.9
WV-015,Clay County,56.1667,126,2.6572,53.5
WV-017,Doddridge County,54.8333,125,2.7822,52.1
WV-019,Fayette County,54.325,126,2.5407,51.8
WV-021,Gilmer County,55.7333,127,2.911,52.8
WV-023,Grant County,52.525,124,2.6226,49.9
WV-025,Greenbrier County,52.1333,127,2.6647,49.5
WV-027,Hampshire County,53.7583,119,2.1653,51.6
WV-029,Hancock County,51.7833,107,1.3896,50.4
WV-031,Hardy County,53.3583,123,2.4596,50.9
WV-033,Harrison County,55.125,128,3.2773,51.8
WV-035,Jackson County,55.7917,123,2.2576,53.5
WV-037,Jefferson County,55.075,119,2.4835,52.6
WV-039,Kanawha County,56.8583,126,2.5389,54.3
WV-041,Lewis County,55.5417,128,3.2203,52.3
WV-043,Lincoln County,57.5917,125,2.6802,54.9
WV-045,Logan County,57.05,124,2.3933,54.7
WV-047,McDowell County,55.5667,127,2.5054,53.1
WV-049,Marion County,54.15,124,2.6183,51.5
WV-051,Marshall County,52.9,117,1.8683,51
WV-053,Mason County,55.5667,116,1.7226,53.8
WV-055,Mercer County,53.4417,120,2.0169,51.4
WV-057,Mineral County,53.7167,113,1.8748,51.8
WV-059,Mingo County,57.575,125,2.3739,55.2
WV-061,Monongalia County,53.2833,123,2.2409,51
WV-063,Monroe County,53.9667,126,2.3874,51.6
WV-065,Morgan County,53.95,119,2.2359,51.7
WV-067,Nicholas County,53.7,127,2.7558,50.9
WV-069,Ohio County,52.6583,119,2.0102,50.6
WV-071,Pendleton County,52.125,128,3.08,49
WV-073,Pleasants County,54.6083,120,2.4359,52.2
WV-075,Pocahontas County,49.2333,124,2.4433,46.8
WV-077,Preston County,51.4583,125,2.6395,48.8
WV-079,Putnam County,56.85,123,2.5274,54.3
WV-081,Raleigh County,54.0417,127,2.6284,51.4
WV-083,Randolph County,50.3583,128,3.2339,47.1
WV-085,Ritchie County,54.925,124,2.6152,52.3
WV-087,Roane County,55.7333,124,2.4089,53.3
WV-089,Summers County,54.7333,128,2.5699,52.2
WV-091,Taylor County,54.45,127,2.9133,51.5
WV-093,Tucker County,50.625,128,3.6074,47
